,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
1962,1962,2021-10-18 20:00:00,19.715,8.497,8.56,229.756,3.458,0.872,0.0,0.011,0.275,47.928,23.8,,
1963,1963,2021-10-18 16:00:00,19.578,8.555,8.752,228.575,3.609,0.954,0.0,0.009,0.272,43.9,24.636,,
1964,1964,2021-10-18 12:00:00,19.184,8.421,8.027,230.791,3.329,0.974,0.0,0.011,0.278,47.525,22.489,,
1965,1965,2021-10-18 08:00:00,19.047,8.36,7.698,232.094,3.27,0.908,0.0,0.012,0.258,48.7,22.0,,
1966,1966,2021-10-18 04:00:00,19.14,8.398,7.897,231.609,3.78,1.088,0.0,0.011,0.22,48.803,22.2,,
1967,1967,2021-10-18 00:00:00,19.304,8.466,8.438,230.178,3.425,0.987,0.0,0.017,0.263,48.547,22.689,,
1968,1968,2021-10-17 19:00:00,19.29,8.557,0.424,229.016,2.89,0.832,0.0,0.021,0.25,50.1,22.2,,
1969,1969,2021-10-17 16:00:00,19.392,8.549,8.715,229.762,3.718,0.832,0.0,0.02,0.259,48.392,22.743,,
1970,1970,2021-10-17 12:00:00,19.181,8.461,7.998,231.319,2.992,0.904,0.0,0.015,0.294,47.419,22.141,,
1971,1971,2021-10-17 08:00:00,19.075,8.38,7.703,232.027,3.297,0.863,0.0,0.0,0.0,48.436,21.9,,
1972,1972,2021-10-17 04:00:00,19.219,8.389,7.829,231.284,3.179,0.753,0.0,0.0,0.0,48.6,22.2,,
1973,1973,2021-10-17 00:00:00,19.364,8.438,8.086,230.911,3.257,0.861,0.0,0.0,0.0,49.336,22.436,,
1974,1974,2021-10-16 16:00:00,19.472,8.487,8.327,229.81,3.387,1.135,0.0,0.0,0.0,50.214,22.8,,
1975,1975,2021-10-16 12:00:00,19.377,8.336,7.653,230.877,3.129,1.051,0.0,0.007,0.482,48.025,23.0,,
1976,1976,2021-10-16 08:00:00,19.386,8.296,7.393,232.248,3.41,0.854,0.0,0.013,0.463,49.0,22.8,,
1977,1977,2021-10-16 04:00:00,19.494,8.341,7.682,231.566,3.637,1.038,0.0,0.006,0.496,49.1,23.1,,
1978,1978,2021-10-16 00:00:00,19.632,8.422,8.073,230.369,3.578,0.84,0.0,0.01,0.498,49.1,23.5,,
1979,1979,2021-10-15 20:00:00,19.74,8.506,8.644,228.893,3.382,0.935,0.0,0.006,0.508,49.3,23.7,,
1980,1980,2021-10-15 16:00:00,19.839,8.481,8.367,229.164,3.774,1.019,0.0,0.01,0.501,47.536,24.2,,
1981,1981,2021-10-15 12:00:00,19.729,8.428,7.938,230.684,3.817,0.859,0.0,0.011,0.475,48.154,23.8,,
1982,1982,2021-10-15 08:00:00,19.677,8.388,7.775,230.737,2.383,0.912,0.0,0.009,0.498,49.4,23.5,,
1983,1983,2021-10-15 04:00:00,19.761,8.364,7.785,230.836,3.576,0.876,0.0,0.013,0.504,49.1,24.0,,
1984,1984,2021-10-15 00:00:00,19.852,8.41,8.084,230.344,3.539,1.015,0.0,0.008,0.497,48.5,24.336,,
1985,1985,2021-10-14 20:00:00,20.031,8.513,8.57,229.169,3.5,1.028,0.0,0.008,0.515,47.5,24.589,,
1986,1986,2021-10-14 16:00:00,20.089,8.534,8.728,228.362,3.249,0.912,0.0,0.007,0.481,45.328,24.7,,
1987,1987,2021-10-14 12:00:00,19.869,8.44,8.24,229.21,3.3,0.963,0.0,0.01,0.516,46.764,24.4,,
1988,1988,2021-10-14 08:00:00,19.66,8.359,7.77,230.353,3.037,0.978,0.0,0.009,0.478,49.103,24.0,,
1989,1989,2021-10-14 04:00:00,19.787,8.34,7.735,230.288,3.388,0.901,0.0,0.009,0.491,48.819,24.4,,
1990,1990,2021-10-14 00:00:00,19.98,8.448,8.276,229.473,3.403,0.873,0.0,0.006,0.465,48.5,24.8,,
1991,1991,2021-10-13 20:00:00,20.107,8.52,8.735,227.731,3.693,0.822,0.0,0.012,0.509,48.0,25.0,,
1992,1992,2021-10-13 16:00:00,20.194,8.514,8.458,228.708,3.363,1.054,0.0,0.01,0.488,46.039,25.2,,
1993,1993,2021-10-13 12:00:00,20.082,8.457,8.052,230.5,3.239,0.937,0.0,0.009,0.5,45.838,24.9,,
1994,1994,2021-10-13 08:00:00,19.848,8.389,7.803,231.166,3.25,0.867,0.0,0.016,0.497,48.0,24.4,,
1995,1995,2021-10-13 04:00:00,20.039,8.402,8.039,230.192,3.286,0.847,0.0,0.011,0.488,47.9,24.8,,
1996,1996,2021-10-13 00:00:00,20.105,8.456,8.305,229.339,3.297,0.907,0.0,0.014,0.489,47.7,25.1,,
1997,1997,2021-10-12 20:00:00,20.288,8.492,8.421,229.693,3.258,1.027,0.0,0.009,0.459,47.1,25.1,,
1998,1998,2021-10-12 16:00:00,20.182,8.522,8.505,229.338,3.434,0.909,0.0,0.009,0.502,44.686,25.614,,
1999,1999,2021-10-12 12:00:00,19.774,8.437,7.981,230.467,3.199,0.905,0.0,0.006,0.403,49.769,23.8,,
2000,2000,2021-10-12 08:00:00,19.608,8.32,7.366,231.765,3.058,0.941,0.0,0.0,0.0,48.6,23.447,,
2001,2001,2021-10-12 04:00:00,19.756,8.388,7.647,231.085,2.864,0.866,0.0,0.0,0.0,48.303,23.872,,
2002,2002,2021-10-12 00:00:00,19.935,8.456,8.142,229.727,3.186,0.974,0.0,0.009,0.485,47.9,24.2,,
2003,2003,2021-10-11 20:00:00,20.09,8.511,8.451,229.234,3.601,0.979,0.0,0.008,0.476,48.1,24.397,,
2004,2004,2021-10-11 16:00:00,20.116,8.506,8.32,229.222,3.091,0.977,0.0,0.013,0.506,47.106,24.5,,
2005,2005,2021-10-11 12:00:00,20.0,8.392,7.665,230.552,2.955,0.914,0.0,0.006,0.481,46.689,24.3,,
2006,2006,2021-10-11 08:00:00,19.767,8.355,7.429,231.789,3.041,1.026,0.0,0.01,0.488,48.6,23.8,,
2007,2007,2021-10-11 04:00:00,19.948,8.396,7.688,231.165,3.788,0.943,0.0,0.014,0.489,48.5,24.2,,
2008,2008,2021-10-11 00:00:00,20.084,8.474,8.053,229.997,3.51,0.99,0.0,0.011,0.451,48.6,24.6,,
2009,2009,2021-10-10 20:00:00,20.141,8.522,8.429,228.624,3.097,0.956,0.0,0.008,0.452,48.089,24.8,,
2010,2010,2021-10-10 16:00:00,20.197,8.538,8.516,227.933,2.903,0.95,0.0,0.019,0.496,44.508,25.6,,
2011,2011,2021-10-10 12:00:00,20.084,8.497,7.993,229.541,2.28,1.021,0.0,0.012,0.487,47.372,24.636,,
2012,2012,2021-10-10 08:00:00,20.083,8.383,7.5,230.793,3.12,0.882,0.0,0.013,0.468,48.0,24.8,,
2013,2013,2021-10-10 04:00:00,20.171,8.439,7.98,229.595,3.221,0.86,0.0,0.014,0.467,47.0,25.3,,
2014,2014,2021-10-10 00:00:00,20.517,8.512,8.49,227.331,3.856,0.876,0.0,0.013,0.486,46.322,25.735,,
2015,2015,2021-10-09 20:00:00,20.493,8.576,8.736,226.832,4.293,0.911,0.0,0.013,0.473,43.061,25.8,,
2016,2016,2021-10-09 16:00:00,20.486,8.615,8.721,227.445,3.736,1.246,0.0,0.013,0.473,45.047,26.0,,
2017,2017,2021-10-09 12:00:00,20.277,8.537,7.996,229.585,3.459,0.836,0.0,0.007,0.493,45.5,25.328,,
2018,2018,2021-10-09 08:00:00,20.163,8.511,8.035,229.255,3.376,1.043,0.0,0.01,0.49,48.7,25.189,,
2019,2019,2021-10-09 04:00:00,20.229,8.493,8.083,228.39,3.98,1.023,0.0,0.006,0.464,48.1,25.7,,
2020,2020,2021-10-09 00:00:00,20.33,8.478,8.174,228.903,3.377,0.982,0.0,0.01,0.481,47.019,26.1,,
2021,2021,2021-10-08 20:00:00,20.576,8.553,8.583,227.688,4.074,0.914,0.0,0.012,0.467,46.5,26.3,,
2022,2022,2021-10-08 16:00:00,20.552,8.545,8.38,227.822,3.648,1.18,0.0,0.01,0.471,43.744,26.989,,
2023,2023,2021-10-08 12:00:00,20.205,8.48,7.878,229.402,3.2,0.982,0.0,0.01,0.49,46.9,25.5,,
2024,2024,2021-10-08 08:00:00,20.182,8.425,7.691,230.312,3.225,0.9,0.0,0.009,0.475,48.6,25.3,,
2025,2025,2021-10-08 04:00:00,20.347,8.446,7.863,230.237,4.094,0.899,0.0,0.01,0.461,48.0,25.9,,
2026,2026,2021-10-08 00:00:00,20.469,8.535,8.411,228.155,3.891,0.98,0.0,0.01,0.472,46.965,26.4,,
2027,2027,2021-10-07 20:00:00,20.64,8.532,8.444,227.712,3.785,0.853,0.0,0.008,0.485,45.686,26.5,,
2028,2028,2021-10-07 16:00:00,20.633,8.596,8.414,227.997,4.202,1.094,0.0,0.008,0.483,41.669,27.1,,
2029,2029,2021-10-07 12:00:00,20.286,8.487,7.7,229.835,3.354,1.101,0.0,0.009,0.501,47.0,25.4,,
2030,2030,2021-10-07 08:00:00,20.19,8.431,7.484,231.211,3.074,0.835,0.0,0.015,0.458,47.636,25.1,,
2031,2031,2021-10-07 04:00:00,20.379,8.49,7.934,229.389,3.357,0.951,0.0,0.0,0.0,48.444,25.7,,
2032,2032,2021-10-07 00:00:00,20.541,8.547,8.268,228.841,3.735,0.934,0.0,0.0,0.0,47.519,26.147,,
2033,2033,2021-10-06 20:00:00,20.652,8.593,8.655,227.735,3.727,0.941,0.0,0.0,0.0,46.7,26.2,,
2034,2034,2021-10-06 16:00:00,20.558,8.637,8.673,228.052,3.935,0.848,0.0,0.0,0.0,43.0,27.0,,
2035,2035,2021-10-06 12:00:00,20.226,8.524,7.898,230.616,3.655,0.94,0.0,0.01,0.464,47.7,25.2,,
2036,2036,2021-10-06 08:00:00,20.138,8.42,7.556,231.909,3.844,1.061,0.0,0.0,0.0,49.1,25.1,,
2037,2037,2021-10-06 04:00:00,20.312,8.489,7.855,230.265,3.512,1.085,0.0,0.0,0.0,48.564,25.6,,
2038,2038,2021-10-06 00:00:00,20.478,8.544,8.297,229.302,3.758,0.902,0.0,0.0,0.0,47.928,26.2,,
2039,2039,2021-10-05 20:00:00,20.688,8.61,8.706,227.728,2.515,0.795,0.0,0.0,0.0,46.728,26.372,,
2040,2040,2021-10-05 16:00:00,20.581,8.626,8.556,228.012,4.297,0.951,0.0,0.0,0.0,43.131,26.9,,
2041,2041,2021-10-05 12:00:00,20.135,8.566,8.028,229.605,3.373,0.602,0.0,0.0,0.0,48.089,25.3,,
2042,2042,2021-10-05 08:00:00,20.073,8.461,7.96,229.704,3.581,0.944,0.0,0.007,0.477,49.469,25.0,,
2043,2043,2021-10-05 04:00:00,20.167,8.525,8.353,228.124,3.427,1.018,0.0,0.012,0.469,48.668,25.5,,
2044,2044,2021-10-05 00:00:00,20.332,8.554,8.454,228.512,3.302,1.051,0.0,0.011,0.465,47.827,26.0,,
2045,2045,2021-10-04 20:00:00,20.52,8.587,8.556,228.342,3.607,1.025,0.0,0.007,0.483,46.9,26.2,,
2046,2046,2021-10-04 16:00:00,20.647,8.611,8.376,227.846,3.858,0.939,0.0,0.011,0.467,42.6,27.064,,
2047,2047,2021-10-04 12:00:00,20.221,8.512,7.709,230.232,2.98,0.931,0.0,0.004,0.455,46.6,25.3,,
2048,2048,2021-10-04 08:00:00,20.178,8.51,7.817,230.368,3.294,0.87,0.0,0.01,0.477,48.403,24.6,,
2049,2049,2021-10-04 04:00:00,20.358,8.538,8.114,228.947,3.666,0.993,0.0,0.01,0.477,49.767,25.4,,
2050,2050,2021-10-04 00:00:00,20.491,8.614,8.499,227.722,3.459,0.86,0.0,0.01,0.495,48.676,25.9,,
2051,2051,2021-10-03 20:00:00,20.69,8.634,8.779,226.281,3.836,0.9,0.244,0.009,0.485,47.325,26.0,,
2052,2052,2021-10-03 16:00:00,20.577,8.663,8.605,226.94,3.932,1.123,0.0,0.013,0.471,42.761,26.9,,
2053,2053,2021-10-03 12:00:00,20.212,8.6,8.105,228.386,3.513,0.99,0.0,0.009,0.478,48.1,25.2,,
2054,2054,2021-10-03 08:00:00,20.14,8.534,7.84,229.911,3.356,0.986,0.0,0.009,0.494,49.3,25.0,,
2055,2055,2021-10-03 04:00:00,20.366,8.555,8.061,228.749,3.298,0.874,0.0,0.014,0.505,48.7,25.6,,
2056,2056,2021-10-03 00:00:00,20.619,8.551,8.397,227.557,3.392,0.76,0.0,0.011,0.505,47.6,26.1,,
2057,2057,2021-10-02 20:00:00,20.776,8.541,8.305,227.698,3.363,1.096,0.0,0.012,0.485,46.994,26.236,,
2058,2058,2021-10-02 16:00:00,20.627,8.532,8.074,229.181,3.948,1.131,0.0,0.01,0.478,43.8,26.8,,
2059,2059,2021-10-02 12:00:00,20.281,8.486,7.825,229.066,3.22,0.97,0.0,0.007,0.493,49.658,25.0,,
2060,2060,2021-10-02 08:00:00,20.115,8.516,8.274,227.055,3.225,0.935,0.0,0.009,0.508,50.9,24.6,,
2061,2061,2021-10-02 04:00:00,20.246,8.572,8.463,227.348,3.452,0.942,0.0,0.008,0.484,50.2,25.0,,
2062,2062,2021-10-02 00:00:00,20.344,8.646,8.909,226.212,3.751,0.904,0.0,0.004,0.506,48.897,25.3,,
2063,2063,2021-10-01 20:00:00,20.598,8.686,9.045,225.376,3.589,0.94,0.0,0.008,0.488,47.6,25.364,,
2064,2064,2021-10-01 16:00:00,20.306,8.609,8.536,226.609,3.39,1.112,0.0,0.01,0.501,45.636,25.7,,
2065,2065,2021-10-01 12:00:00,20.045,8.487,7.58,229.808,3.03,0.821,0.0,0.013,0.493,49.6,23.9,,
2066,2066,2021-10-01 08:00:00,19.922,8.492,7.593,230.786,3.756,0.949,0.0,0.013,0.462,50.8,23.8,,
2067,2067,2021-10-01 04:00:00,20.085,8.555,8.098,228.539,3.389,0.838,0.0,0.014,0.507,50.919,24.4,,
2068,2068,2021-10-01 00:00:00,20.099,8.574,8.164,228.801,2.719,1.023,0.0,0.01,0.475,50.9,24.9,,
2069,2069,2021-09-30 20:00:00,20.238,8.652,8.485,229.134,4.673,0.97,0.0,0.012,0.495,49.9,25.1,,
2070,2070,2021-09-30 16:00:00,20.271,8.674,8.656,227.896,3.885,0.939,0.0,0.011,0.454,46.336,25.4,,
2071,2071,2021-09-30 12:00:00,20.022,8.611,8.057,229.486,3.518,0.955,0.0,0.007,0.473,49.1,24.225,,
2072,2072,2021-09-30 08:00:00,19.78,8.476,7.597,230.693,3.397,0.833,0.0,0.0,0.0,50.8,24.0,,
2073,2073,2021-09-30 04:00:00,19.991,8.511,7.745,229.619,3.437,0.919,0.0,0.01,0.476,50.4,24.468,,
2074,2074,2021-09-30 00:00:00,20.106,8.538,8.12,229.251,3.363,0.988,0.0,0.004,0.495,49.3,24.9,,
2075,2075,2021-09-29 20:00:00,20.273,8.651,8.709,227.972,3.489,1.018,0.0,0.007,0.496,48.661,25.0,,
2076,2076,2021-09-29 16:00:00,20.27,8.612,8.266,229.117,3.489,0.834,0.0,0.01,0.484,46.028,25.6,,
2077,2077,2021-09-29 12:00:00,20.036,8.533,7.706,230.923,3.558,0.899,0.0,0.007,0.473,49.664,24.0,,
2078,2078,2021-09-29 08:00:00,19.977,8.499,7.469,231.635,2.988,0.899,0.0,0.012,0.48,51.194,23.8,,
2079,2079,2021-09-29 04:00:00,20.083,8.526,7.821,230.359,3.716,0.988,0.0,0.013,0.476,51.3,24.2,,
2080,2080,2021-09-29 00:00:00,20.096,8.61,8.555,229.204,3.64,0.857,0.0,0.012,0.47,50.6,24.5,,
2081,2081,2021-09-28 20:00:00,20.149,8.654,8.841,227.538,3.923,0.859,0.0,0.004,0.225,49.3,24.4,,
2082,2082,2021-09-28 16:00:00,20.112,8.637,8.44,228.714,4.118,0.957,0.0,0.004,0.225,47.5,24.6,,
2083,2083,2021-09-28 12:00:00,20.181,8.554,7.955,230.109,3.55,0.915,0.0,0.007,0.181,48.433,23.7,,
2084,2084,2021-09-28 08:00:00,19.638,8.483,7.515,230.293,3.893,0.849,0.0,0.012,0.165,51.628,23.2,,
2085,2085,2021-09-28 04:00:00,19.74,8.438,7.427,230.107,3.154,0.923,0.0,0.013,0.185,51.3,23.4,,
2086,2086,2021-09-28 00:00:00,19.822,8.535,7.858,229.64,3.074,0.907,0.0,0.03,0.198,49.828,23.5,,
2087,2087,2021-09-27 20:00:00,20.048,8.513,8.03,228.128,3.118,0.819,0.0,0.005,0.18,51.464,23.911,,
2088,2088,2021-09-27 16:00:00,19.976,8.507,7.807,228.678,3.419,1.251,0.0,0.004,0.17,50.494,24.2,,
2089,2089,2021-09-27 12:00:00,19.794,8.394,7.258,230.125,2.919,0.866,0.037,0.009,0.142,51.5,23.7,,
2090,2090,2021-09-27 08:00:00,19.773,8.414,7.159,231.239,3.182,0.836,0.0,0.012,0.162,52.5,23.4,,
2091,2091,2021-09-27 04:00:00,19.972,8.407,7.269,231.205,2.893,0.804,0.0,0.007,0.179,52.072,23.8,,
2092,2092,2021-09-27 00:00:00,20.079,8.508,7.752,230.849,3.043,0.976,0.0,0.007,0.192,51.3,24.1,,
2093,2093,2021-09-26 20:00:00,20.111,8.595,8.452,228.592,3.506,0.831,0.0,0.005,0.17,51.1,24.336,,
2094,2094,2021-09-26 16:00:00,20.148,8.626,8.74,227.03,3.947,0.969,0.0,0.003,0.192,50.119,24.7,,
2095,2095,2021-09-26 12:00:00,20.087,8.537,8.23,228.119,3.701,0.944,0.0,0.008,0.191,50.2,24.4,,
2096,2096,2021-09-26 08:00:00,20.094,8.453,7.742,229.032,3.057,0.94,0.0,0.011,0.215,52.0,24.3,,
2097,2097,2021-09-26 04:00:00,20.196,8.495,7.732,229.346,3.313,0.907,0.0,0.015,0.196,51.9,24.7,,
2098,2098,2021-09-26 00:00:00,20.291,8.538,8.154,228.467,3.393,0.785,0.049,0.005,0.203,50.889,25.0,,
2099,2099,2021-09-25 20:00:00,20.392,8.597,8.647,226.871,3.499,0.857,0.0,0.004,0.205,50.464,25.164,,
2100,2100,2021-09-25 16:00:00,20.431,8.63,8.554,227.087,3.875,1.01,0.0,0.003,0.198,46.6,25.9,,
2101,2101,2021-09-25 12:00:00,20.204,8.578,8.296,228.53,3.767,0.975,0.0,0.003,0.183,50.6,24.7,,
2102,2102,2021-09-25 08:00:00,20.117,8.513,8.2,229.15,3.786,1.018,0.0,0.003,0.173,52.036,24.3,,
2103,2103,2021-09-25 04:00:00,20.243,8.517,8.325,227.857,4.288,0.999,0.0,0.008,0.183,51.6,24.717,,
2104,2104,2021-09-25 00:00:00,20.338,8.566,8.295,227.677,3.584,0.901,0.0,0.005,0.204,50.8,25.2,,
2105,2105,2021-09-24 20:00:00,20.479,8.605,8.598,227.265,3.584,0.832,0.0,0.005,0.199,50.151,25.3,,
2106,2106,2021-09-24 16:00:00,20.427,8.622,8.467,227.782,3.727,1.258,0.0,0.004,0.205,47.5,25.5,,
2107,2107,2021-09-24 12:00:00,20.208,8.545,7.907,229.822,3.535,0.874,0.053,0.004,0.164,49.489,24.647,,
2108,2108,2021-09-24 08:00:00,20.088,8.538,7.653,230.127,3.767,0.832,0.0,0.009,0.174,51.8,24.2,,
2109,2109,2021-09-24 04:00:00,20.121,8.522,7.81,229.823,3.933,0.905,0.0,0.005,0.184,51.7,24.6,,
2110,2110,2021-09-24 00:00:00,20.197,8.567,8.484,227.399,4.554,0.905,0.0,0.008,0.172,50.747,25.0,,
2111,2111,2021-09-23 20:00:00,20.352,8.625,8.606,226.379,3.777,0.834,0.0,0.011,0.19,50.262,25.1,,
2112,2112,2021-09-23 16:00:00,20.418,8.605,8.418,227.914,4.127,0.92,0.0,0.006,0.183,45.832,25.8,,
2113,2113,2021-09-23 12:00:00,20.107,8.545,8.068,229.077,4.911,1.016,0.0,0.008,0.186,50.067,24.3,,
2114,2114,2021-09-23 08:00:00,20.055,8.565,7.971,228.882,3.474,0.859,0.0,0.005,0.172,51.772,23.9,,
2115,2115,2021-09-23 04:00:00,20.088,8.516,7.943,228.887,3.594,0.946,0.0,0.0,0.0,51.1,24.3,,
2116,2116,2021-09-23 00:00:00,20.169,8.612,8.792,226.298,3.896,0.79,0.033,0.008,0.182,50.2,24.8,,
2117,2117,2021-09-22 20:00:00,20.386,8.652,8.903,225.246,3.947,0.988,0.0,0.012,0.175,49.4,24.9,,
2118,2118,2021-09-22 16:00:00,20.445,8.644,8.786,226.164,3.741,0.915,0.0,0.004,0.198,46.181,25.5,,
2119,2119,2021-09-22 12:00:00,20.173,8.562,8.214,228.252,3.625,1.018,0.0,0.005,0.197,49.036,24.2,,
2120,2120,2021-09-22 08:00:00,20.115,8.471,7.842,229.97,3.655,0.869,0.0,0.008,0.184,50.131,24.0,,
2121,2121,2021-09-22 04:00:00,20.358,8.573,8.407,228.127,3.48,0.897,0.0,0.014,0.166,49.5,24.6,,
2122,2122,2021-09-22 00:00:00,20.499,8.591,8.737,226.56,4.113,0.919,0.0,0.006,0.192,48.364,25.1,,
2123,2123,2021-09-21 20:00:00,20.625,8.629,8.744,226.019,4.12,0.986,0.0,0.003,0.164,49.114,25.3,,
2124,2124,2021-09-21 16:00:00,20.476,8.631,8.594,226.919,4.338,0.983,0.055,0.007,0.191,47.164,25.4,,
2125,2125,2021-09-21 12:00:00,20.121,8.538,8.268,228.573,4.161,1.063,0.011,0.004,0.155,51.6,24.1,,
2126,2126,2021-09-21 08:00:00,20.105,8.558,8.15,230.15,3.591,1.132,0.0,0.009,0.272,51.3,24.0,,
2127,2127,2021-09-21 04:00:00,20.222,8.588,8.232,228.45,4.482,0.646,0.0,0.01,0.271,51.239,24.6,,
2128,2128,2021-09-21 00:00:00,20.295,8.592,8.475,228.75,3.867,0.867,0.0,0.008,0.273,50.8,25.2,,
2129,2129,2021-09-20 20:00:00,20.432,8.627,8.537,229.076,4.319,0.902,0.0,0.007,0.312,49.4,25.3,,
2130,2130,2021-09-20 16:00:00,20.442,8.651,8.332,228.237,3.828,1.071,0.041,0.009,0.335,47.3,25.6,,
2131,2131,2021-09-20 12:00:00,20.151,8.591,7.943,230.458,3.504,1.061,0.0,0.005,0.305,50.136,24.228,,
2132,2132,2021-09-20 08:00:00,20.092,8.571,8.019,230.665,3.692,0.828,0.0,0.009,0.299,51.783,23.9,,
2133,2133,2021-09-20 04:00:00,20.178,8.628,8.542,228.203,3.962,0.828,0.0,0.003,0.311,50.267,24.3,,
2134,2134,2021-09-20 00:00:00,20.274,8.67,9.086,226.601,5.762,1.163,0.0,0.009,0.307,50.789,24.6,,
2135,2135,2021-09-19 20:00:00,20.271,8.711,9.344,224.643,4.931,0.896,0.0,0.004,0.319,50.3,24.628,,
2136,2136,2021-09-19 16:00:00,20.085,8.696,8.782,226.415,4.243,1.178,0.0,0.007,0.347,49.183,24.9,,
2137,2137,2021-09-19 12:00:00,19.755,8.624,8.103,228.924,3.788,0.837,0.0,0.011,0.337,52.678,23.506,,
2138,2138,2021-09-19 08:00:00,19.646,8.532,7.781,229.689,4.218,0.875,0.063,0.007,0.322,55.2,23.2,,
2139,2139,2021-09-19 04:00:00,19.745,8.516,7.835,229.462,3.52,0.9,0.0,0.007,0.328,55.3,23.6,,
2140,2140,2021-09-19 00:00:00,19.925,8.559,8.132,228.983,3.919,0.823,0.0,0.011,0.385,55.2,24.0,,
2141,2141,2021-09-18 20:00:00,20.073,8.63,8.447,228.231,3.41,0.829,0.0,0.009,0.379,54.542,24.3,,
2142,2142,2021-09-18 16:00:00,20.089,8.667,8.419,228.225,4.452,0.907,0.0,0.01,0.313,52.675,24.661,,
2143,2143,2021-09-18 12:00:00,20.057,8.621,8.021,229.368,3.968,0.983,0.0,0.007,0.299,51.9,24.5,,
2144,2144,2021-09-18 08:00:00,19.932,8.536,7.723,229.893,3.956,0.826,0.0,0.0,0.0,53.719,24.3,,
2145,2145,2021-09-18 04:00:00,20.062,8.506,7.865,229.439,4.437,0.805,0.0,0.0,0.0,53.7,24.8,,
2146,2146,2021-09-18 00:00:00,20.122,8.633,8.777,226.732,3.844,0.906,0.0,0.0,0.0,52.753,25.2,,
2147,2147,2021-09-17 20:00:00,20.279,8.608,8.68,226.054,3.85,1.139,0.035,0.0,0.0,52.192,25.4,,
2148,2148,2021-09-17 16:00:00,20.456,8.558,7.937,229.813,3.651,0.881,0.0,0.0,0.0,50.278,25.8,,
2149,2149,2021-09-17 12:00:00,20.371,8.566,7.768,230.14,3.668,0.881,0.0,0.0,0.0,51.372,25.2,,
2150,2150,2021-09-17 08:00:00,20.326,8.515,7.582,230.664,3.873,0.781,0.0,0.005,0.31,53.3,25.042,,
2151,2151,2021-09-17 04:00:00,20.46,8.521,7.854,229.693,3.556,0.895,0.0,0.008,0.307,52.7,25.539,,
2152,2152,2021-09-17 00:00:00,20.591,8.561,8.102,229.398,3.813,0.839,0.0,0.006,0.295,51.554,26.0,,
2153,2153,2021-09-16 20:00:00,20.681,8.588,8.234,228.866,4.368,0.984,0.0,0.004,0.285,51.2,26.1,,
2154,2154,2021-09-16 16:00:00,20.541,8.6,8.174,229.006,3.742,1.096,0.0,0.006,0.296,48.467,26.2,,
2155,2155,2021-09-16 12:00:00,20.184,8.536,7.621,230.606,4.132,0.868,0.054,0.005,0.303,53.144,24.7,,
2156,2156,2021-09-16 08:00:00,20.119,8.48,7.375,231.893,3.664,0.902,0.0,0.003,0.297,54.4,24.5,,
2157,2157,2021-09-16 04:00:00,20.303,8.526,7.78,230.373,4.695,1.022,0.0,0.006,0.287,54.3,25.0,,
2158,2158,2021-09-16 00:00:00,20.396,8.572,8.271,229.403,4.987,0.862,0.0,0.007,0.303,53.4,25.4,,
2159,2159,2021-09-15 20:00:00,20.479,8.602,8.371,229.035,4.37,0.91,0.0,0.007,0.286,52.876,25.4,,
2160,2160,2021-09-15 16:00:00,20.332,8.581,8.134,229.862,4.306,1.037,0.0,0.004,0.332,50.341,25.559,,
2161,2161,2021-09-15 12:00:00,20.083,8.543,7.939,230.833,5.37,0.91,0.0,0.005,0.311,54.6,24.267,,
2162,2162,2021-09-15 08:00:00,20.893,8.499,7.777,231.119,4.36,0.906,0.008,0.016,0.298,56.011,23.9,,
2163,2163,2021-09-15 04:00:00,20.086,8.546,8.282,229.678,4.827,0.906,0.089,0.006,0.284,56.0,24.2,,
2164,2164,2021-09-15 00:00:00,20.096,8.569,8.787,228.555,5.106,0.919,0.0,0.003,0.318,55.164,24.6,,
2165,2165,2021-09-14 20:00:00,20.049,8.633,8.847,227.84,7.51,0.943,0.001,0.006,0.303,55.4,24.3,,
2166,2166,2021-09-14 16:00:00,20.144,8.609,8.369,228.737,4.646,0.872,0.0,0.005,0.334,52.297,24.93,,
2167,2167,2021-09-14 12:00:00,19.899,8.527,7.989,229.873,4.398,0.809,0.0,0.015,0.345,53.784,23.916,,
2168,2168,2021-09-14 08:00:00,19.78,8.422,7.72,230.647,5.053,0.774,0.0,0.019,0.281,55.4,23.6,,
2169,2169,2021-09-14 04:00:00,19.966,8.458,7.967,230.338,4.139,1.086,0.0,0.0,0.0,55.8,23.936,,
2170,2170,2021-09-14 00:00:00,20.075,8.525,8.266,229.823,4.433,1.018,0.0,0.0,0.0,54.981,24.2,,
2171,2171,2021-09-13 20:00:00,20.087,8.457,8.298,230.504,5.139,0.868,0.039,0.0,0.0,55.5,24.2,,
2172,2172,2021-09-13 16:00:00,20.072,8.385,7.869,231.617,5.208,0.949,0.0,0.005,0.321,52.0,24.6,,
2173,2173,2021-09-13 13:00:00,20.711,8.357,7.364,123.589,12.573,0.939,0.0,0.011,0.3,54.24,23.618,,
2174,2174,2021-09-13 08:00:00,19.77,8.255,6.877,236.693,8.968,0.986,0.0,0.015,0.209,56.186,23.3,,
2175,2175,2021-09-13 04:00:00,19.964,8.375,7.421,231.222,11.123,0.97,0.0,0.016,0.163,56.9,23.7,,
